timestamp[us],left_dx[um],left_dy[um],left_dt[us],right_dx[um],right_dy[um],right_dt[us]
13200708,694.765,-29.882,49999.000,762.000,52.294,50000.000
13250772,732.118,-89.647,50000.000,821.765,0.000,50000.000
13300686,762.000,52.294,50000.000,836.706,74.706,50000.000
13350741,829.235,52.294,50000.000,903.941,97.118,50000.000
13400749,283.882,0.000,50000.000,1001.059,67.235,50000.000
13450687,493.059,-14.941,50000.000,1030.941,97.118,50000.000
13500744,926.353,-7.471,50000.000,1030.941,112.059,50000.000
13550734,933.823,-67.235,50000.000,1060.823,29.882,50000.000
13600758,866.588,29.882,50000.000,1060.823,22.412,50000.000
13650752,918.882,97.118,50000.000,986.118,104.588,50000.000
13700746,866.588,0.000,50000.000,1045.882,89.647,50000.000
13750695,926.353,-59.765,50000.000,1120.588,67.235,50000.000
13800754,918.882,-29.882,50000.000,1068.294,82.176,50000.000
13850760,941.294,-22.412,50000.000,1053.353,112.059,50000.000
13900754,829.235,-29.882,50000.000,1045.882,22.412,50000.000
13950756,724.647,29.882,50000.000,1008.529,14.941,50000.000
14000756,859.118,74.706,50000.000,926.353,97.118,50000.000
14050740,791.882,22.412,50000.000,933.823,89.647,50000.000
14100745,754.529,-82.176,50000.000,918.882,14.941,50000.000
14150757,784.412,-74.706,50000.000,881.529,52.294,50000.000
14200748,769.471,-37.353,50000.000,791.882,104.588,50000.000
14250746,664.882,-67.235,50000.000,769.471,0.000,50000.000
14300688,605.118,44.824,50000.000,687.294,44.824,50000.000
14350743,672.353,44.824,50000.000,635.000,82.176,50000.000
14400745,530.412,-29.882,50000.000,627.529,59.765,50000.000
14450748,440.765,-22.412,50000.000,612.588,14.941,50000.000
14500747,425.823,0.000,50000.000,500.529,22.412,50000.000
14550682,403.412,14.941,50000.000,433.294,44.824,50000.000
14600745,298.824,52.294,50000.000,351.118,7.471,50000.000
14650726,276.412,74.706,50000.000,254.000,59.765,50000.000
14700740,254.000,-22.412,50000.000,283.882,14.941,50000.000
14750749,156.882,-89.647,50000.000,246.529,-7.471,50000.000
14800732,149.412,-29.882,50000.000,149.412,14.941,50000.000
14850750,82.176,14.941,50000.000,74.706,0.000,50000.000
14900674,14.941,67.235,50000.000,7.471,14.941,50000.000
14950721,7.471,14.941,50000.000,-22.412,29.882,50000.000
15000720,-14.941,-37.353,50000.000,-7.471,0.000,50000.000
15050661,-67.235,-52.294,50000.000,-22.412,0.000,50000.000
15100682,-74.706,-7.471,50000.000,-119.529,-7.471,50000.000
15150708,-141.941,-7.471,50000.000,-119.529,-59.765,50000.000
15200737,-164.353,29.882,50000.000,-171.824,-44.824,50000.000
15250750,-141.941,59.765,50000.000,-209.176,0.000,50000.000
15300689,-141.941,-14.941,50000.000,-156.882,0.000,50000.000
15350696,-171.824,-52.294,50000.000,-141.941,-44.824,50000.000
15400755,-149.412,-7.471,50000.000,-156.882,-14.941,50000.000
15450738,-141.941,14.941,50000.000,-171.824,0.000,50000.000
15500691,-97.118,44.824,50000.000,-164.353,7.471,50000.000
15550722,-89.647,7.471,50000.000,-127.000,0.000,50000.000
15600665,-104.588,-52.294,50000.000,-52.294,-14.941,50000.000
15650754,-59.765,-37.353,50000.000,-59.765,-14.941,50000.000
15700741,-14.941,-7.471,50000.000,-37.353,0.000,50000.000
15750661,-52.294,52.294,50000.000,-37.353,0.000,50000.000
15800680,-22.412,67.235,50000.000,-52.294,0.000,50000.000
15850679,7.471,-14.941,50000.000,14.941,0.000,50000.000
15900660,37.353,-74.706,50000.000,82.176,7.471,50000.000
15950716,22.412,0.000,50000.000,44.824,0.000,50000.000
16000610,82.176,67.235,50000.000,22.412,0.000,50000.000
16050675,97.118,-44.824,50000.000,127.000,-7.471,50000.000
16100722,67.235,-97.118,50000.000,171.824,-82.176,50000.000
16150745,127.000,7.471,50000.000,89.647,29.882,50000.000
16200725,149.412,52.294,50000.000,89.647,59.765,50000.000
16250743,82.176,-22.412,50000.000,134.471,-29.882,50000.000
16300742,97.118,-67.235,50000.000,134.471,-59.765,50000.000
16350740,127.000,14.941,50000.000,104.588,44.824,50000.000
16400747,89.647,37.353,50000.000,59.765,37.353,50002.000
16450751,82.176,-22.412,50000.000,127.000,0.000,50000.000
16500682,74.706,-44.824,50000.000,119.529,-29.882,50000.000
16550745,59.765,14.941,50000.000,82.176,-7.471,50000.000
16600723,59.765,52.294,50000.000,22.412,37.353,50000.000
16650735,59.765,-7.471,50001.000,67.235,0.000,50000.000
16700675,29.882,-37.353,49999.000,74.706,-22.412,50000.000
16750757,59.765,-29.882,50000.000,52.294,0.000,50000.000
16800680,7.471,0.000,50000.000,29.882,-22.412,50000.000
16850658,22.412,52.294,50000.000,-7.471,14.941,50000.000
16900722,22.412,7.471,50000.000,0.000,0.000,50000.000
16950593,0.000,-37.353,50000.000,14.941,0.000,50000.000
17000617,0.000,-14.941,50000.000,0.000,0.000,50000.000
17050557,-7.471,0.000,50000.000,0.000,-29.882,50000.000
17100600,-44.824,59.765,50000.000,-44.824,0.000,50000.000
17150676,-7.471,44.824,50000.000,-67.235,22.412,50000.000
17200721,-37.353,-22.412,50000.000,-22.412,22.412,50000.000
17250737,-67.235,-52.294,50000.000,-22.412,-22.412,49998.000
17300770,-22.412,0.000,50000.000,-52.294,0.000,50000.000
17350619,-44.824,0.000,50000.000,-52.294,14.941,50000.000
17400683,-82.176,0.000,50000.000,-52.294,-82.176,50000.000
17450688,-74.706,44.824,50000.000,-82.176,22.412,50000.000
17500737,-22.412,59.765,50000.000,-119.529,44.824,50000.000
17550744,-74.706,-14.941,50000.000,-44.824,-14.941,50000.000
17600744,-52.294,-29.882,50000.000,-14.941,-14.941,50000.000
17650752,-14.941,-7.471,50000.000,-52.294,7.471,50000.000
17700708,-44.824,7.471,50000.000,-59.765,0.000,50000.000
17750659,-74.706,74.706,50000.000,-82.176,-14.941,50000.000
17800740,-14.941,37.353,50000.000,-52.294,37.353,50000.000
17850743,37.353,112.059,50000.000,52.294,545.353,50000.000
17900746,455.706,448.235,50000.000,-44.824,1583.765,50000.000
17950757,336.176,194.235,50000.000,-97.118,1008.529,50000.000
18000762,-276.412,-336.176,50000.000,22.412,-29.882,50000.000
18050753,-313.765,-478.118,50000.000,-104.588,-358.588,50000.000
18100770,-366.059,-231.588,50000.000,-328.706,-508.000,50000.000
18150763,-582.706,22.412,50000.000,-470.647,-784.412,50000.000
18200753,-493.059,209.176,50000.000,-515.471,-649.941,50000.000
18250756,-283.882,276.412,50000.000,-403.412,-328.706,50000.000
18300758,-224.118,127.000,50000.000,-194.235,-149.412,50000.000
